model,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_macro_f1_mean,cv_recall_Poor_mean,cv_recall_Average_mean,cv_recall_Good_mean,cv_recall_Excellent_mean,class_weight
LightGBM_No_Weight,0.7693749999999999,0.015353898120672798,0.7369431169545966,0.7569056936090128,0.6537618558389542,0.7482357698918208,0.862785841609371,0.6829890004782401,No_Weight
LightGBM_Balanced_Weight,0.77625,0.015885331283923526,0.7553030197115014,0.767251227360646,0.6788627328360209,0.7889252856131838,0.8381395075512723,0.7152845528455284,Balanced_Weight
